,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
379,#101-631 Columbia St * High Ceiling Ground Flr. Interior Office **,New Westminster,Aug  7,https://vancouver.craigslist.org/bnc/off/d/new-westminster-columbia-st-high/6950131772.html,995,,250.0,"

QR Code Link to This Post


#101 - 631 Columbia St. @ Mckenzie
Downtown New Westminster

Size: 250 sqft
Rent: $ 995/Month + GST ( included: property tax + building insurance + light + HVAC central heat & air conditioning + electricity + janitorial services in common areas)

* High ceiling Ground Floor office
* Well-maintained historical bldg, exposed brick walls, wood beams
* Centrally located between New Westminster & Columbia Skytrain stations, 30 min. to D/T Vancouver, easy access to Hwy 1 & Patullo Bridge
* High exposure to busy Columbia foot & vehicular traffic
* Nearby businesses & services: Starbucks, Waves Coffee, Fresh Slice Pizza, West Coast College of Massage Therapy
* New Trapp & Holbrook high rise residential condo/retail development coming across street
* Building tenants: Yoga studio, health & wellness professionals & therapists, mixed retail at street level
* Parkade 1/2 block away, metered parking
* Rent includes HVAC central heat & air conditioning, electricity, janitorial services in common areas


FOR LEASING INFORMATION, PLEASE CALL OR TEXT  show contact info
 AFTER 10AM.

"
380,"Excellent mountain, city, lake view 2 BRM + 2 BAT for rent",Burnaby,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-excellent-mountain-city-lake/6951769986.html,2700,2,900.0,"

QR Code Link to This Post


Address: 26th floor - 4880 BENNETT STREET, Burnaby
Available: Aug 15, 2019
Bedrooms: 2 
Bathrooms: 2
Finished Area: 900 sqft
Furnished: No
Flooring: Mixed
Parking: Garage

Included items: ClthWsh/Dryr/Frdg/Stve/DW, Smoke Alarm, Sprinkler - Fire, Disposal-Waste, WindowCoverings, Microwave, Oven,  

Not included: electricity, telephone, cable, internet.
_________________________________________________________________

LOCATION:

This Chancellor luxury concrete building! Prime Metrotown location. Higher 2 bedroom +2 baths, 900 SF. Right next to Metrotown shopping mall. Steps to the community center, transit, Skytrain station, schools. Nice open unit with an excellent view of mountain, city & lakes view. High-quality S/S appliances, stone countertops, high ceiling & big balcony. 

Rental Terms and Conditions:

Available: Aug 15, 2019
Minimum 1-year lease
Deposits: half a month security deposit.
Pets: To be approved by the owner.
Absolutely no smoking please.
Credit & reference/employment check will be done
TEXT ONLY Crystal@ show contact info
（国语 英语 粤语）

by appointment only (please include a phone number that you can be reached at).

More Info Visit Us@ www.liv.rent/company/wbrothers

Professionally managed by Macdonald Commercial RES Ltd.    "
381,"1BR Close to transit, Burnaby Lougheed Village + Pets Welcome",Cameron,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1br-close-to-transit-burnaby/6951768062.html,1645,1,744.0,"

QR Code Link to This Post



Available: September 01, 2019 
Unit Description: PROMOTION: 6 MONTHS FREE PARKING FOR 1 VEHICLE!
Lougheed Village Apartments  9304 Salish Court, Burnaby BC. Managed by: MetCap Living Property Management  1 Bedroom 1 bathroom suite- Available September 1!
Includes heat and hot water.
Petfriendly with restrictions.  *Photos for reference only, please make an appointment for a private tour to view available unfurnished suites. 
Managed by: MetCap Living Management Inc 
Price: $1645
Bedrooms: 1 bedroom
Bathrooms: 1 bathrooms
Sq/ft: 744
Location: 9304 Salish Court Burnaby BC
Contact phone:  show contact info

Website: http://metcap.com/apartments-for-rent/9304-salish-court-Burnaby-BC-32343#.WJyvSxIrIUQ  "
382,2BR Summer Special: 1 MONTH FREE RENT+12 MONTHS FREE PARKING! Pets Welcome,Cameron,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2br-summer-special-1-month-free/6951767608.html,1949,2,932.0,"

QR Code Link to This Post



Available: Available Now 
Unit Description: SUMMER SPECIAL: 1 MONTH EARLY MOVE IN INCENTIVE FOR AUGUST & SEPTEMBER + 12 MONTHS FREE PARKING FOR 1 VEHICLE!
Lougheed Village Apartments  9303 Salish Court, Burnaby BC. Managed by: MetCap Living Property Management 2 Bedroom 1 bathroom suite- Available NOW!
1 year lease includes heat and hot water.
Petfriendly with restrictions (30 pounds max)
Willow Lake Lodge at 9303 Salish Court is a short walk away from Lougheed Mall and Lougheed Skytrain Station. Close to SFU Simon Fraser University and Safeway, Fitness 2000 and Lougheed Village Bar and Grill. Willow Lake suites are bright and spacious with new flooring in bathrooms and kitchens. Full size appliances include dishwasher and microwave. The building also has its own laundry facilities. Enjoy the Indoor Pool, Sauna and Jacuzzi in the common areas of the building. Willow Lake Lodge sits on the northwest corner of Lougheed Village.
*Photos for reference only, please make an appointment for a private tour to view available unfurnished suites
  
Managed by: MetCap Living Management Inc 
Price: $1949
Bedrooms: 2 bedrooms
Bathrooms: 1 bathrooms
Sq/ft: 932
Location: 9303 Salish Court Burnaby BC
Contact phone:  show contact info

Website: https://www.metcap.com/property/9303-salish-court-burnaby-bc-v3j-7b7/#.XJkm7FVKiUk  "
383,"1BR Burnaby Lougheed Village, quick walk to skytrian & Pets Welcome!",Cameron,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1br-burnaby-lougheed-village/6951765279.html,1624,1,734.0,"

QR Code Link to This Post


Available: Available Now 
Unit Description: Lougheed Village Apartments  9500 Erickson Drive, Burnaby BC. Managed by: MetCap Living Property Management  1 year lease, includes heat and hot water.
Promotion: 6 months FREE parking for 1 vehicle
Petfriendly with restrictions (Dogs 30 pounds max)
*Photos for reference only, please make an appointment for a private tour to view available unfurnished suites. 
Managed by: MetCap Living Management Inc 
Price: $1624
Bedrooms: 1 bedroom
Bathrooms: 1 bathrooms
Sq/ft: 734
Location: 9500 Erickson Drive Burnaby BC
Contact phone:  show contact info

Website: http://metcap.com/apartments-for-rent/9500-erickson-drive-Burnaby-BC-32342#.WJyvKxIrIUQ  "
384,BRAND NEW MILANO*LUXURY BUILDING*VIEWS*2 PARKING INCL*LG BALCONY*2BATH,"2378 Alpha St., Burnaby- Close to BRENTWOOD MALL & Skytrain",Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-milanoluxury/6951764463.html,2575,2,840.0,"

QR Code Link to This Post


New spacious 840 square foot 2 Bed/ 2 Bath + Large Balcony + 2 PARKING STALLS INCLUDED! at the MILANO, Burnaby's brand new LUXURY BUILDING!!!
Superb open VIEWS of the North Shore Mountains, Downtown Vancouver, green tree tops as far as the eye can go, Brentwood & Metrotown! 
Quick walk to Brentwood Mall, Brentwood Skytrain, Whole Foods, Restaurants & more. Easy access to Public Transit & Highway 1.

AVAILABLE September 1!

THIS UNIT BOASTS:
-Central Air Conditioning!
-UPGRADED with HARDWOOD FLOORING throughout
-High-end finishings throughout
-High end appliances including 36"" Fulgor Milano 5 burner gas cook top, Liehbherr integrated fridge with bottom mount freezer, Blomberg integrated energy efficient dishwasher, Fulgor Milano stainless steel wall oven
-In-Suite Front-loading Laundry,
-Master bedroom with double sinks, stand-alone shower & Balcony access!
-Second bathroom with Shower/Tub Combo
-2 Parking Stalls + Visitor Parking,

LUXURY AMENITIES!
- Concierge Service and remote video entry system
- 24-hour digital video recording surveillance of building entry points and common areas of extra security
- Steam Room and Hot Tub
- Fitness Center Gym with HD TV and internet WiFi access
- Entertainment Party room with LOUNGE AREA & FULL GOURMET KITCHEN & DINING AREA perfect for large-scale entertaining
- MASSIVE ROOFTOP TERRACE with close to 20,000 square feet of community space with FIRE PIT, outdoor kitchen & BBQ and lounge and dining area seating.
- Multi-Purpose Meeting & Changing Rooms for gym & hot tub
- Car Washing Station
- Bike Repair Station

Minimum ONE YEAR LEASE
Sorry No PETS/No SMOKING/No VAPING, nor Subletting allowed.

Available September 1st.

Feel free to e-mail me or call/text me at  show contact info
 for additional information & to arrange a viewing.    "
385,Homestay for international Asian Student G10-12 (Coquitlam West),N/A,Aug  7,https://vancouver.craigslist.org/bnc/roo/d/coquitlam-homestay-for-international/6945201780.html,0,,,"

QR Code Link to This Post


We are looking for international Asian students Grade 10-12 for homestay. 

- Close to Foster Ave and Robinson St, in the best Coquitlam West neighbourhood - nice quiet 
- Close to Centennial, Dr. Charles Best, Port Moody Secondary School
- Close to two skytrain stations - Lougheed Town Centre / Burquilam, 2 mins to bus stop
- Newly renovated home with hardwood floors, lots of natural light
- Upstairs on 2nd level with own ensuite bathroom, well furnished 
- High speed internet and Wi-Fi 
- 3 meals provided with hot Asian meal at dinner, plus snacks and fruit
- Weekly laundry service
- English speaking environment
- Very safe, quiet neighborhood
- Available Sep 1, 2019

We are retired ESL Teacher and Engineer. We have lived and raised our own kids in Vancouver for many years. We believe we can help for the students who desire to excel in their studies and integrate into Vancouver's culture.
"
386,Spacious 2 Bedroom Suite,Vancouver Heights,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-2-bedroom-suite/6951758723.html,1600,2,1000.0,"

QR Code Link to This Post


Basement Suite available in Vancouver Heights
Private entrance
Address: 3952 Yale Street
Price: $1600
Available: September
Open Kitchen/ Living room with high ceiling
Bedrooms: 2
Bathrooms: 1
Furnished: No
Finished area: approx. 1,000 sq ft
Laundry: separate basement washer/dryer
Parking: Street parking
Utilities: 40%

Deposits: Half months rent for security deposit
Lease term: 1 year minimum
Pets: No
Smoking: No

Included items: Fridge, stove, oven, washer and dryer.
Not included: Utilities, internet and tenant's insurance.

Minutes away from great restaurants, cafes, shops, parks, trails, SFU, Capilano, Eileen daily recreation center, schools and transit. 15 minute drive to downtown Vancouver and BCIT.

Credit and reference check mandatory.
"
387,Burnaby By 11th Ave and 1st Street 3BR Can be rented now,Burnaby,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-by-11th-ave-and-1st/6949956093.html,1970,3,,"

QR Code Link to This Post


Situated on 11th Ave near 1st Street in Burnaby, Very nice apartment includes 3 closed rooms for rent. Move in now, $1,970 monthly rent, includes heat hot water. The building offers:   - elevators
 - laundromat
 - parking
 - wheelchair accessible

 Apartment features:   - hardwood floors

"
388,Unfurnished Suite - On Boundary Road,Boundary between Burk and Price street,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/vancouver-unfurnished-suite-on-boundary/6951756125.html,1375,2,,"

QR Code Link to This Post


Spacious Two bedroom private suite with separate entrance available starting September 1st. Radiant floor heating, few minutes walk to the bus stops and Joyce Sky train. Street parking available. Ideal for BCIT/UBC students or working class. No internet or cable, can get your own. NO PETS, NO DRUGS, NO SMOKING Please!

#28 bus to Capilano/Joyce skytrain station (3-5 minutes walk)

#41, 43 UBC Express bus at Joyce skytrain station (10-15minutes walk)

15 to 20 minutes walk to Church, Safeway, liquor store, London Drugs, Banks
and grocery shopping

20-25 minutes walk to BCIT, Moscrop Secondary and Burnaby hospital.    "
389,2 bed townhouse brand new for rent (Agnes),188 Agnes Street,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-2-bed-townhouse-brand/6951721858.html,2200,2,1298.0,"

QR Code Link to This Post


generous size 2 bedroom, 2 level brand new townhouse for rent

It is almost across from the elementary school Ecole Qayqat Elementary. A shuttle bus to the skytrain station is at your door. 

Separate living room and dinning room space.

The unit comes with laminate flooring at main level and the two bedrooms, stainless steel appliances, gas cook top, oven built in, quartz countertops and under-mount kitchen sink. 

available now

Please contact Jenny at  show contact info


www.topvisionrealty.com    "
390,Water Views! Stunning 1bed/1bath - Avail Aug 15th!,Port Royal,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-water-views/6951752387.html,2500,1,1080.0,"

QR Code Link to This Post


Price: $2500/month

Availability: August 15

City: New Westminster

Unit #: 303-210 Salter Street, New Westminster, BC - ""Peninsula""

Unit Type: Apartment Unit

Lease Type: Minimum 1 year lease

Bedrooms: 1 + Den

Bathrooms: 2

Size Unit (sqft): 1005

Size Total (sqft): 1080

Parking: 1

Locker: Yes

Features: Air Conditioning, Balcony, Fireplace, Great Location, Hardwood Floors, Insuite Storage, Tile Floors

Appliances: Dishwasher, Gas Range, Microwave, Refrigerator, Stainless Steel Appliances, Stove/Oven, Washer/Dryer, Waste Disposer

Pets: Sorry No Pets

Beautiful 1 bed, 2 bath at the “The Peninsula” in serene Port Royal in New Westminster. Welcome to waterfront, high-rise living at its very best.

This one bedroom spacious condo features 1005 sq ft of modern living space with stunning city and water views. The suite includes dishwasher, in-sink garburator, microwave and in-suite washer/dryer.

Lobby entrance features high ceilings, full-time concierge and relaxed + comfortable seating areas with fireplace. An elaborate staircase from the lobby leads to the second floor amenity rooms with theatre, party room, guest suites, fitness centre and spa facilities including a jacuzzi, sauna + steam room. Parkade doors from the lobby lead directly to the car parking space.

Your new home comes with one parking stall as well as one storage locker — bike lockers are also available in the building.

The Peninsula is only a few minutes walk away from Starbucks for that morning caffeine fix and if you’re not in the mood to cook, Rozzini’s Restaurant Cafe and The Terminal Pub are near this condo. Groceries can be found at Save-On-Foods which is a 7 minute walk away and you’ll find Pharmasave only a few minutes walk away as well. Landmark Cinemas and Samson V Museum are both only a short distance away and can be a great way to spend some down time. If you’re a lover of the outdoors, condo residents of The Peninsula are only steps away from Port Royal Park, Port Royal Community Garden and Red Boat Park. Nearby schools include POWER Alternate Secondary School and Graham Montessori – Daycare, Preschool, Kindergarten, Out-Of-School.

You will be amazed by the quality this property has to offer – you do not want to miss out on this opportunity!

*If applicable, prospective tenant to verify parking stall size and dimensions associated with the unit, prior to lease signing.    "
391,METROTOWN / DOWNTOWN - Mail Service / Virtual Office,"Metrotown, Downtown, West Broadway",Aug  7,https://vancouver.craigslist.org/bnc/off/d/metrotown-downtown-mail-service-virtual/6935426991.html,50,,,"

QR Code Link to This Post


Award Business Centres has provided Monthly & Hourly office rental and business support for over 20 years in our 3 prime locations: Metrotown, Downtown and West Broadway. Monthly all-inclusive furnished office rental includes phone, internet, and boardroom access.    All locations are close to Skytrains, public transit, banks and restaurants. Our vision is to dedicate the most effective and efficient business services towards you and your company.

You can choose one of the following Popular Virtual packages from only $50 that fits you best:
Mail Service
- Use of prestigious Business address from any of our 3 locations (Metrotown, Downtown, West Broadway)
- Mail collection & forwarding 
- Incoming and outgoing courier handling
- On-site administrative staff support
- Use of business fax number 
- Customized meeting room packages ! Hourly rate is only $15
- Flexible Monthly term with No Setup fees! 
Virtual Office 
- Mail Service 
- mutliple phone lines with phone answering service in your company's name
- free call patching to any phone number 
- advanced webbased voicemail box included
- internet fax available
- ** customized meeting room packages **






**3 locations: Metrotown, Downtown, West Broadway**




 


Give us a call today and we'll get you started right away!!
Contact us at  show contact info
 or visit www.awardbc.com
"
392,2bed 1bath  1bed large den sub penthouse view,Metrotown,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2bed-1bath-1bed-large-den-sub/6932874547.html,2200,2,761.0,"

QR Code Link to This Post


4333 Central Blvd Burnaby.
Central Park. 
And block away from metrotown 
Open 2 bedrooms.
31st floor N W S Greater Vancouver  270 panorama views! 
1bedroom with large den big enough for room share.

New laminate floors throughout, custom cabinetry, marble counters, stainless steel appliances. 
The building features a gorgeous 2-story lobby entrance Additional amenities include a fitness center, resident lounge, club room with a media.

Place located just steps from it all. Residents are able to walk to the nearby Central Park and Metrotown, enjoy all of the unique restaurants, shops, cafes and entertainment in-between.

No Pets 
No Smoking 
1 Year Lease or Longer 
Reference Check 

"
393,Stunning 1 bedroom in Laugheed Mall area,Burnaby,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-stunning-1-bedroom-in-laugheed/6946526482.html,1650,1,675.0,"

QR Code Link to This Post


1 bedroom apartment available immediately for a 1 year lease to 1 or 2 non-smoking adults. Completely renovated, everything is brand new here: modern kitchen/bathroom cabinets, quartz countertops, 4 appliances, 3-piece bathroom, tiles, flooring, paint. Bright and spacious with plenty of storage space in cabinets and large closets. You will enjoy 270 degree panoramic view from a huge wrap-around balcony on 17th floor! Great location in Burnaby, just steps from Laugheed Mall and Skytrain station. 1 underground parking stall, heat and hot water and hydro is included in rent. Common area includes shared laundry, swimming pool, sauna, craft room, lounge and much more. 
No pets please. 
1650 dollars per month. 
Please email to schedule a private viewing and/or receive rental questionnaire.    "
394,* RENTAL ALLOWED! 2 BED 2 BATH! STUNNING CONDO!*,NEW WESTMINSTER,Aug  7,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-rental-allowed-2-bed-2/6947384570.html,498800,2,916.0,"

QR Code Link to This Post


Rental Allowed! River Valley immaculately updated! Features 2 Bedrooms, 2 Full Baths, Large and Bright New Kitchen, New Appliances, New Floorings, New Light Fixtures, new bathroom cabinets, freshly painted, private covered balcony , underground parking, a storage locker. Investors! Pets and Rentals allowed! This Unit is absolutely stunning.

CONTACT: MEHDI  show contact info

Personal Real Estate Corporation 
www.mehditeam.com
Like us on Facebook: Mehdi Team 
Follow us on Instagram : @mehditeam
Royalty Group Realty Inc.    "
395,Burnaby South near Kingsway/Elgin Ave 2 Bed 2 level townhouse,N/A,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-south-near-kingsway/6947983762.html,2000,2,921.0,"

QR Code Link to This Post


*Available August 1st, 2019*

Features:
-2 Bed, 1.5 bath / 921sf. Unfurnished
-Kitchen: s/s appliances, granite counters
-Laundry: In-suite washer & dryer
-Parking: 1 gated parking stall included
-Laminate flooring throughout the unit
-Small private patio area

Location:
-Short drive to BCIT, walking distance to Royal Oak skytrain station
-Short bus ride to Metrotown shopping, Crystal Mall, Bonsor rec, restaurants and much more!
-2 min walk to: Kisbey Park, Assi Market, Denny’s, gym, Korean bbq

School Catchment:
-K - 7 Windsor Elementary
-8 - 12 Burnaby South Secondary
*$2000/month, minimum one year lease
*Utilities NOT included
*Tenant insurance and reference check required
*Sorry no smoking, no pets

Please reply for more info and to set up viewing appointments- include info on potential tenants in your reply.    "
396,"Burnaby Metrotown ""The Met"" 2 Bed 2 Bath Highrise Unit for Rent!",Burnaby,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-metrotown-the-met-2-bed/6942919228.html,2500,2,812.0,"

QR Code Link to This Post


Convenient Central Burnaby location!! 25th Floor unfurnished unit, built in 2015

*Available Sept 1st 2019*

Features:
-2 Bed, 2 Bath, 812 sq ft
-Parking: 1 secure underground stall
-Laundry: w/d in suite
-Kitchen: Gas stove, Miele s/s appliances
-Amazing amenities! Indoor pool, gym, concierge, karaoke room, bowling alley and more

Location:
-Address: 25xx-6588 Nelson Ave, Burnaby
-Walk to Skytrain/bus stops, Metrotown & Crystal Mall, Kingsway restaurants (Cactus/Earls, sushi, Korean bbq)
-Bonsor Rec Centre across the street
-BCIT within 10 minute drive

School Catchment:
- K - 7 Maywood Community
- 8 - 12 Burnaby South Secondary

*$2500/month, minimum 1 year lease
*Utilities not included
*Tenant insurance and reference check required
*Sorry no pets, no smoking

Please include info on potential tenants and viewing availability in your reply.    "
397,Spacious 3 Bedroom In Capital Hill,N/A,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-3-bedroom-in-capital/6942993221.html,2650,3,1650.0,"

QR Code Link to This Post


Spacious 3 bedroom suite for rent in Capital Hill area of Burnaby BC.

Located in the convenient and family friendly neighbourhood of Capital Hill, a three-bedroom suite with 1 full bathroom with shower and tub, a powder room in the master suite and your own insuite laundry included. The unit is located on the upper floor of a fourplex. Walk into an open concept that brings the kitchen and living room to life with wide windows allowing plenty of natural light. Good size kitchen with lots of cupboard space. A master suite with walk in closet and a powder room and two good size bedrooms with ample closet space. Bathroom with plenty of cabinets and a shower/tub combination. In suite laundry is situated in a room that has additional storage space. Parking is available in the backyard.

Close to grocery stores, restaurants and within walking distance to public transportation. 

Availability: September 1, 2019 

Address: 242 Warwick Avenue Burnaby, BC V5B 3X4

Specifications: 
Bedrooms: 3
Bathrooms: 1.5
Appliances: Stove, Fridge, Washer and Dryer
Parking: Backyard and street parking available
Laundry: In-suite
Heating: Included
Utilities: Included 
Cable/Internet: Not included
Rent: $2650

Lease term: 
1 year lease minimum
References and background checks required
No smoking indoors
No partying or recreational drugs
Damage deposit required
Pets considered depending on type and size (Will need addtitional Pet Deposit)

Please call or text for viewing or additional information.
"
398,"5 bedroom, 3.5 bath, beautiful & available Aug 1st",Burnaby,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-5-bedroom-35-bath-beautiful/6940048728.html,4000,5,2400.0,"

QR Code Link to This Post


Available for rent August 1.

2400 Square Feet total
5 bedroom, 3.5 bath, beautiful - available NOW.

High quality finishings, granite counters throughout, hardwood floor throughout except designer carpet on stairs, gas fireplace in formal living room, den with cabinets installed, separate family room with home theater speakers pre-installed, speakers in formal living room pre-installed, this is a beautiful place you will be extremely happy with.

Excellent layout:
•	5 bedrooms. 3 full bath (1 of which is en-suite), and 1 powder bath
•	Beautiful large landscaped from and back-yard with privacy 
•	Covered deck with natural gas bbq for your use, has direct gas hook-up to home (no propane tanks needed).
•	Attached garage, with long driveway fits 2 more cars outside.
•	Washer and Dryer, Microwave, new Dishwasher, and Stove. Extra-large cube freezer in garage too.
•	Formal living room + separate family room.

Convenient Location:
•	15 mins walk to either Joyce station or Patterson station.
•	Close to bus stop, cornerstore, BCIT, Burnaby Hospital, Schools, Metrotown. 
•	Flat level lot, wheelchair accessible.

Non-smokers, no partyers please. perfect for family or executive rental.

$4,000 / month... please tell me a bit about you in your message to help speed along the process. 

Contact if interested - Serious inquiries only. 

Thanks and look forward to having you in the home!    "
399,* INCREDIBLE VIEW OF THE CITY!!! 2 BED 2 BATH CONDO! *,NEW WESTMINSTER,Aug  7,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-incredible-view-of-the/6929657460.html,670000,2,1102.0,"

QR Code Link to This Post


View of the city and Mountain! QUIET SIDE OF THE BUILDING! 2 PARKING STALLS! Welcome to the award winning Victoria Hill Development. Spacious 2 bedroom and den on the quiet side of the building. 2 bathrooms (5 piece master and 3 piece guest suite.) High quality finishes including: high ceilings, granite counter tops, wood floors, floor to ceiling windows and stainless steel appliances. Huge patio overlooking the courtyard away from the main road. Top tear amenities: Pool, Hot tub, Sauna, Games room with pool table, and meeting rooms. Walking distance to Queens Park, Skytrain station, Save on's and much more at your doorstep!


CONTACT: MEHDI  show contact info

Personal Real Estate Corporation 
www.mehditeam.com
Like us on Facebook: Mehdi Team 
Follow us on Instagram : @mehditeam
Royalty Group Realty Inc.    "
400,"5 bedroom - 2,400 SF House for Rent",Burnaby,Aug  7,https://vancouver.craigslist.org/bnc/roo/d/burnaby-5-bedroom-sf-house-for-rent/6945149392.html,4000,,2400.0,"

QR Code Link to This Post


Available for rent August 1.

2400 Square Feet total
5 bedroom, 3.5 bath, beautiful - available NOW.

High quality finishings, granite counters throughout, hardwood floor throughout except designer carpet on stairs, gas fireplace in formal living room, den with cabinets installed, separate family room with home theater speakers pre-installed, speakers in formal living room pre-installed, this is a beautiful place you will be extremely happy with.

Excellent layout:
•	5 bedrooms. 3 full bath (1 of which is en-suite), and 1 powder bath
•	Beautiful large landscaped from and back-yard with privacy 
•	Covered deck with natural gas bbq for your use, has direct gas hook-up to home (no propane tanks needed).
•	Attached garage, with long driveway fits 2 more cars outside.
•	Washer and Dryer, Microwave, new Dishwasher, and Stove. Extra-large cube freezer in garage too.
•	Formal living room + separate family room.

Convenient Location:
•	15 mins walk to either Joyce station or Patterson station.
•	Close to bus stop, cornerstore, BCIT, Burnaby Hospital, Schools, Metrotown. 
•	Flat level lot, wheelchair accessible.

Non-smokers, no partyers please. perfect for family or executive rental.

$4,000 / month... please tell me a bit about you in your message to help speed along the process. 

Contact if interested - Serious inquiries only. 

Thanks and look forward to having you in the home!    "
401,Port Royal Riverfront 2 Bed 2 Bath Condo w/ Balcony @ The Peninsula,New Westminster,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-port-royal-riverfront-2/6948164326.html,2400,,1097.0,"

QR Code Link to This Post



Address: #708- 210 Salter St, New Westminster
Available: September 1, 2019 - long term unfurnished
Bedrooms: 2
Bathrooms: 2
Finished area: 1097sf 
Fireplaces: 1; electric
Flooring: engineered hardwood, tiles mixed
Outdoor: 1 balcony
Parking: 1 parking stall

Deposits: half a month security deposit + fob deposits.
Lease term: minimum one year lease.
Move-in/out fees: as per strata bylaws.
Pets: sorry not this one.
Absolutely no smoking please.
Included items: fridge, gas cooktop, oven, microwave, dishwasher, washer/dryer.
Not included: strata move-in/move-out fees, electricity, gas, telephone, cable, internet.
Amenities: gym, steam room, screening room, The Getaway guests suites, The Panorama Club lounge with pool table, The Lookout deck with fireplace, BBQ and hot tub.
____________________________________________________________________________
LOCATION: Port Royal is the at the most eastern corner of Queensborough in New Westminster. The Peninsula at Port Royal is the newest addition to this new residential enclave right at the tip along the Fraser River. 5 minutes' drive to Hwy 91, Alex Fraser Bridge, and Marine Way. Your local restaurant, Rozzini's Restaurant Cafe, is just 3 blocks' walk. 5 minutes' drive to Queensborough Landing for major shopping and dining. The immediate neighbourhood offers a lot of green spaces including Port Royal Park, Port Royal Community Garden, and multiple walking trails.
FEATURES: This luxurious 1097sf 2 bedroom 2 bathroom south facing corner unit offers unobstructed views of Fraser River, Annacis Island and Fraser Valley from the living room and dining room floor-to-ceiling windows and from the balcony. Sunny and bright with lots of natural sunlight streaming in. Engineered hardwood floors and geothermal heating/cooling throughout. Living room comes with a wall-mounted linear electric fireplace with custom wood paneling feature wall. Open kitchen features large center island w/ breakfast bar, two rows of Italian cabinets, quartz countertops, fully-integrated Gaggenau fridge and freezer, 5 burner gas cooktop, built-in oven, dishwasher, and AEG hoodfan. Master bedroom has walk-in closet and a 5 pcs ensuite with tiled floors & wall surrounds, floating vanity with undermount lighting, quartz countertops, medicine cabinet, his and hers undermount lavatories, wall-mounted flat faucets, heated floors, separate tub and frameless glass shower. Main 3pc bathroom has frameless glass-partitioned tub and access to laundry with linen closet. Rent includes 1 parking stall.
____________________________________________________________________________

For viewing appointments, please contact:
Susana Kim at  show contact info
 or  show contact info


Photo tours here http://www.mybcrental.com/listings/salter210_708/

____________________________________________________________________________

Property represented and posted by:

Sunstar Realty Ltd.
#6- 3003 Kingsway
Vancouver, BC. V5R 5J6.

-	We do not charge prospective tenants any handling fees, application fees or processing fees. 
-	This property is not offered on a first come first serve basis; all applications will be carefully screened before presentation to owners for selection.
-	It takes 2 to 3 business days to process each completed application.
-	Payments from all major credit cards and direct debit accepted (subject to transaction fees charged by Rentmoola, and only applicable to fully managed properties).
-	All measurements are approximate and all information presented herein obtained from sources believed to be reliable; user to verify and be aware that Sunstar does not assume any responsibility and/or liability for the accuracy of such.
"
402,Metrotown 2 bed basement suite private 1 Sept,Metrotown,Aug  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-2-bed-basement-suite/6944609380.html,1688,2,800.0,"

QR Code Link to This Post


2 bedroom basement suite in 3 year old house.  CLOSE to everything in Metrotown:  walk to skytrain and the mall.  Private entrance and laundry.  Pay for your own utilities.  Park on street.  Comes with some furniture:  sectional couch, oak dinette with 4 chairs, one queen size bed and a small oak corner shelving unit.    "
